id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
s00001313,system,情報を教える,観光地の名称 観光地の電話番号 観光地の最寄り駅,ナナちゃん人形 0153-23-2942 沼津,ナナちゃん人形の最寄り駅は沼津になります。電話番号は0153-23-2942です。,ナナちゃん人形の電話番号は0153-23-2942です。最寄り駅は沼津になります。
s00001907,system,情報を教える,観光地の名称 観光地の飲食物持ち込みの可否 観光地の喫煙可否,野外恐竜博物館 可能 不明,野外恐竜博物館は飲食物の持ち込みが可能です。喫煙の可否は不明となっております。,野外恐竜博物館で喫煙ができるかは分かりません。ですが、飲食物の持ち込みはできます。
s00001175,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地のジャンル,無人島「水島」リゾート 90分以上 ハイキング・自然研究路・遊歩道・探勝路,無人島「水島」リゾートのジャンルはハイキング・自然研究路・遊歩道・探勝路です。所要時間は90分以上になります。,無人島「水島」リゾートの所要時間は90分以上です。ジャンルはハイキング・自然研究路・遊歩道・探勝路です。
s00001200,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地の営業時間,アクアシティお台場神社 30分以上60未満 9時～16時50分,アクアシティお台場神社の所要時間は30分以上60分未満です。営業時間は9時～16時50分です。,アクアシティお台場神社を周るとなると30分以上はかかりますが60分まではかからないです。9時～16時50分が営業時間になります。
s00002307,system,観光地の情報を使って客におすすめする,観光地の名称 観光地の営業時間 観光地におすすめな時期,道の駅 塩津海道あぢかまの里 17時～23時30分LO 春,道の駅 塩津海道あぢかまの里が営業時間も17時～23時30分LOでおすすめの時期も春でおすすめの観光地です。,春のおすすめの観光地となると道の駅 塩津海道あぢかまの里がおすすめです。営業時間は17時～23時30分LOです。
s00001021,system,情報を教える,客の名前（※） 観光地の名称 観光地の車でのアクセス,河野 アミュプラザ長崎 常磐道土浦北ICから国道125号経由20km40分,河野様には常磐道土浦北ICから国道125号経由20km40分なら車でのアクセスも可能ですしアミュプラザ長崎というところがあります。,アミュプラザ長崎なら車で常磐道土浦北ICから国道125号経由20km40分ほどでアミュプラザ長崎に到着しますので河野様の条件に合うかと思います。
s00002402,system,観光地の情報を使って客におすすめする,観光地の名称 観光地におすすめな時期 観光地の最寄り駅,竹生島 夏 指宿,夏におすすめなのが竹生島になります。最寄り駅は指宿です。,竹生島なら夏の観光におすすめです。最寄りの駅は指宿になります。
s00000869,system,好意的に承知する,客の希望の観光時間帯 客がインドア派かアウトドア派か,夜 インドア,希望される観光時間帯は夜でインドアでも楽しめる観光地でございますね。承知しました。,インドア好きの方でも楽しめて観光時間帯は夜が良いということですね。分かりました。
s00000417,system,好意的に承知する,客の観光の同行者 客がインドア派かアウトドア派か,恋人 アウトドア,同行される方は恋人様でアウトドア派の方でございますね。,恋人様が同行されてアウトドアの方でも楽しめる観光地ですね。
s00000604,system,好意的に承知する,客が希望する観光ジャンル 客が希望する食べ物,高原・湿原・森・林・木 オムライス,希望する観光ジャンルは高原・湿原・森・林・木でオムライスを食べれるところですね。,オムライスを食べることができるところで希望の観光ジャンルは高原・湿原・森・林・木でございますね。
s00001012,system,情報を教える,観光地の名称 観光地周辺のレストランの評価,剣ケ池 4,剣ケ池周辺にあるレストランの評価は4となっております。,剣ケ池周辺でしたらレストランの評価は4となります。
s00001424,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地におすすめな人,高峠つつじケ丘公園 90分以上 家族,高峠つつじケ丘公園でしたら所要時間は90分以上で家族におすすめです。,家族におすすめの観光地でしたら高峠つつじケ丘公園がおすすめです。所要時間も90以上となります。
s00000857,system,好意的に承知する,客の希望の観光時間帯 客がインドア派かアウトドア派か,希望なし インドア,希望する観光時間帯はなしでインドアの方ということですね。,インドア派の方で特に希望する観光時間帯はないということですね。
s00001273,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地の公共交通機関でのアクセス,梼原三嶋神社 60分以上90分未満 ＪＲ阿波中島駅→車7分,梼原三嶋神社でしたら所要時間は60分以上90分未満で公共交通機関のアクセスもＪＲ阿波中島駅→車7分となります。,梼原三嶋神社は公共交通機関でＪＲ阿波中島駅→車7分で所要時間も60分以上90分未満となります。
s00001016,system,情報を教える,客の名前（※） 観光地の名称 観光地のジャンル,井上 大垣市スイトピアセンター・こどもサイエンスプラザ・水のパビリオン・コスモドーム 工場・施設見学,井上様には大垣市スイトピアセンター・こどもサイエンスプラザ・水のパビリオン・コスモドームをおすすめします。ジャンルは工場・施設見学となります。,大垣市スイトピアセンター・こどもサイエンスプラザ・水のパビリオン・コスモドームならジャンルは工場・施設見学となりますので井上様も満足されるかと思います。
s00001645,system,情報を教える,観光地の名称 観光地の設備 観光地の撮影可否,敦賀半島 障害者への対応なし 不可能,敦賀半島は障害者への対応なしとなっております。また撮影も不可能となっています。,敦賀半島での撮影は不可能です。また、ここの施設は障害者への対応はございません。
s00001473,system,情報を教える,観光地の名称 観光地におすすめな人 観光地におすすめな時期,厚田海浜プール 家族 冬,厚田海浜プールなら冬の時期におすすめで家族の方にもおすすめの観光地です。,冬の時期にもおすすめで家族におすすめなのが厚田海浜プールです。
s00002194,system,観光地の情報を使って客におすすめする,客の名前（※） 観光地の名称 観光地の設備,市川 水天宮 障害者への対応あり,市川様には水天宮がおすすめです。ここでしたら障害者への対応ありもあります。,障害者への対応ありますし水天宮なら市川様におすすめの観光地です。
s00002173,system,観光地の情報を使って客におすすめする,客の名前（※） 観光地の名称 観光地の最寄り駅,山下 日吉大社 博多南,日吉大社なら最寄り駅は博多南となっておりますので山下様におすすめです。,山下様におすすめなのは日吉大社です。ここの最寄り駅は博多南です。
s00002232,system,観光地の情報を使って客におすすめする,観光地の名称 観光地におすすめな人,長瀞の桜 女性,長瀞の桜なら女性におすすめです。,女性に人気の観光地は長瀞の桜となります。
