id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
u00000848,user,教える,客の希望の観光時間帯 客が希望する交通手段,午後 徒歩,行くのは午後で、徒歩を考えています。,午後に徒歩で行けるといいと思っているんですが。
u00000499,user,教える,客の観光の同行者 客が希望する観光の季節,子供 春,春頃に子供も一緒に連れていきます。,子供を連れて春に行きたいと考えています。
u00000106,user,質問する,観光地の名称 観光地周辺のレストランの評価,国営武蔵丘陵森林公園 ?,国営武蔵丘陵森林公園の近くに美味しいレストランはありますか？,国営武蔵丘陵森林公園周辺のレストランの評判も知りたいです。
u00000061,user,質問する,観光地の名称 観光地におすすめな人,? ?,そこは何ていう名前ですか？どういう人におすすめなんでしょう。,どんな人に向いていますか？それとその場所の名前を教えてください。
u00000775,user,教える,客が観光にかけたい時間 客が希望する交通手段,希望なし バス,行くのはバスで、観光する時間は長くても短くてもいいです。,観光できる時間については構わないんで、バスで行けるのがいいです。
u00000167,user,質問する,観光地の駐車場の有無 観光地の最寄り駅,? ?,そこに駐車場があるかどうかと、最寄り駅が知りたいです。,最寄り駅はどこになりますか？それと駐車場はありますか？
u00000690,user,教える,客の観光の同行者 客がインドア派かアウトドア派か,子供 アウトドア,子供と一緒に外で遊べるようなものもあるとうれしいですね。,子供も一緒で、インドアよりアウトドアの方が好きです。
u00000639,user,教える,客の観光の同行者 客の希望の観光時間帯,子供 朝,朝に子供と一緒にどこか観光できるところがあれば。,子供を連れて朝に行ける場所も欲しいです。
u00000770,user,教える,客が観光にかけたい時間 客が希望する交通手段,未定 公共交通機関,基本は公共の交通機関を使って、時間はいつでも行けるといいです。,時間は決まっていないんですが、公共の交通機関を使えれば。
u00000110,user,質問する,観光地のジャンル 観光地の定休日,? ?,それはどんな感じの場所なんですか？定休日はありますか？,そこはジャンルで言うと何になるんでしょう。定休日もあるなら知りたいです。
u00000155,user,質問する,観光地の公共交通機関でのアクセス 観光地の電話番号,? ?,公共の交通機関で行くとしたらどうやって行くことになるんでしょう。それと電話番号も教えてもらえますか。,電話番号と、公共交通機関で行く場合のアクセスについても教えてください。
u00000905,user,教える,客が希望する観光ジャンル 客が希望する観光の季節,記念館 冬,冬に行けるおすすめの記念館みたいなものがあるといいです。,記念館のような場所に行きたいと思っているんですけど、希望は冬で。
u00000310,user,質問する,観光地の待ち時間 観光地の利用可能なキャッシュレス決済,? ?,その場所の待ち時間と、キャッシュレス決済が可能かどうかが知りたいです。,そこはキャッシュレス決済できますか？あと待ち時間はどれくらいになるでしょう？
u00000953,user,教える,客の希望の観光時間帯 客が希望する観光の季節,未定 冬,時期は冬で、時間帯はまだ決まってないです。,観光する時間は決めていないんですが、冬に行ける場所で。
u00000837,user,教える,客の希望の観光時間帯 客が希望する交通手段,日中 車,日中に車で行きたいです。,車を使って日中に行けるところがいいです。
u00000053,user,質問する,観光地の名称 観光地の最寄り駅,? ?,そこの名前と最寄り駅を教えてもらえますか？,最寄り駅はどこになりますか？その場所の名前は何になるでしょう？
u00000406,user,教える,客の観光の同行者 客が希望する交通手段,なし 未定,行くのは一人で、交通手段もまだ決めていません。,何で行くのかも決まっていないんですが、一人で行く予定です。
u00000863,user,教える,客が希望する交通手段 客がインドア派かアウトドア派か,車 インドア,車で、基本的に屋内で観光できる場所がいいです。,車で行きたいと思っていますが、インドア派です。
u00000388,user,教える,客の本日の同行者 客の名前,友達 松井,松井といいます。同行するのは友人です。,私の名前は松井で、友達と一緒に行きます。
u00000627,user,教える,客の観光の同行者 客の希望の観光時間帯,なし 朝,一人で朝に行ける場所を知りたいです。,朝に一人で行こうと考えています。
