id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
u00000401,user,教える,客の観光の同行者 客が希望する交通手段,未定 車,誰と行くかは未定なんですけど、車で移動しようと思ってます。,交通手段は車のつもりなんですけど、同伴者はまだ未定なんです。
u00000656,user,教える,客の観光の同行者 客の希望の観光時間帯,家族 希望なし,家族と一緒に観光するつもりなんですが、希望する時間帯はないです。,観光する時間帯はまだ決めていないんですが、家族と一緒に行こうと考えています。
u00001091,user,教える,客の本日の同行者 客の本日の交通手段,乳幼児 徒歩,本日一緒に同行するのは乳幼児で、徒歩で移動しようかと考えています。,今日は徒歩で移動するつもりなんですが、同伴者に乳幼児がいます。
u00001048,user,教える,客が観光にかけたい時間 客の希望の観光時間帯,60分以上90分未満 未定,観光にかける時間は60分以上90分未満を希望しているんですが、時間帯は未定です。,観光する時間帯は未定なんですが、60分以上90分未満で済ませようかと考えています。
u00000934,user,教える,客が観光にかけたい時間 客が希望する観光の季節,60分以上90分未満 秋,観光にかける時間は60分以上90分未満で、行きたい季節は秋です。,秋に観光したいんですけど、観光にかける時間は60分以上90分未満と考えています。
u00000022,user,質問する,観光地の手荷物預かりの有無,?,観光地で手荷物預かりはしてもらえるんでしょうか？,手荷物って観光地で預かってもらえるんでしょうか？
u00001040,user,教える,客が観光にかけたい時間 客の希望の観光時間帯,30分未満 午後,観光にかける時間は30分未満を考えていて、時間帯は午後のつもりです。,午後に観光したいんですけど、観光にかける時間は30分未満を予定しています。
u00001082,user,教える,客の趣味 客の希望の観光時間帯,ボランティア 午後,趣味はボランティアなので、観光する時間帯は午後のつもりです。,お願いしたい観光時間帯は午後で、趣味はボランティアなんです。
u00000969,user,教える,客の希望の観光時間帯 客が希望する観光の季節,日中 夏,観光する季節は夏を希望していまして、時間帯は日中がいいです。,観光したい時間帯は日中で、季節は夏にしたいです。
u00000855,user,教える,客の希望の観光時間帯 客が希望する交通手段,夜 徒歩,観光する時間帯は夜がよくって、交通手段は徒歩のつもりです。,交通手段は徒歩で、観光する時間帯は夜でお願いします。
u00000475,user,教える,客の観光の同行者 客が希望する食べ物,家族 焼きそば,一緒に行くのは家族とで、食べたいものは焼きそばです。,食べたいのは焼きそばで、家族と一緒に行こうと考えています。
u00000677,user,教える,客の観光の同行者 客の希望の観光時間帯,歴史好き 午後,私は歴史が好きなので、午後に観光したいです。,午後に観光するつもりなんですけど、私は歴史が好きなんです。
u00001146,user,教える,客の希望の観光時間帯 客がインドア派かアウトドア派か,午後 アウトドア,アウトドア派なんですが、観光は午後にしたいです。,観光するのは午後にしたいです。アウトドア派なので。
u00000970,user,教える,客の希望の観光時間帯 客が希望する観光の季節,日中 秋,観光したい時間帯は日中で、季節は秋を希望します。,秋に観光したいんですけど、時間帯は日中を希望します。
u00000595,user,教える,客の観光の同行者 客が観光にかけたい時間,ペット 60分以上90分未満,ペットと一緒に行くつもりなんですけど、観光にかける時間は60分以上90分未満がいいです。,観光にかける時間帯は60分以上90分未満でお願い出来ますか。ペットと一緒に行くつもりなので。
u00000626,user,教える,客の観光の同行者 客の希望の観光時間帯,なし 希望なし,同行者はいませんし、観光時間帯も特に希望はないです。,観光時間帯に希望はなく、一緒に行く人はいません。
u00000135,user,質問する,観光地の車でのアクセス 観光地の定休日,? ?,観光地で車ってどうなんでしょうか？定休日とかありますか？,観光地の定休日ってどうなんでしょうか。車でのアクセスっていいんでしょうか？
u00000241,user,質問する,観光地の広さ 観光地のWi-Fiの有無,? ?,観光地ってどれぐらい広いんでしょうか？Wi-Fiとか使えるのかな？,観光地にWi-Fiってありますか？あと広さってどんなものなんでしょう。
u00000194,user,質問する,観光地のお土産 観光地の予約要否,? ?,観光地のお土産物ってどんなのがありますか？観光地で予約って必要でしょうか？,観光地で予約はした方がいいのでしょうか？有名なお土産ってありましたか？
u00000708,user,教える,客の観光の同行者 客がインドア派かアウトドア派か,歴史好き アウトドア,一緒に行く人は歴史好きの方で、どちらかというとアウトドア派です。,アウトドア派なんですけど、一緒に行く人は歴史が好きな人です。
