id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
s00001316,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地の最寄り駅,出会いの森総合公園 オートキャンプ場 60分以上90分未満 八戸,"八戸駅の近くにある出会いの森総合公園オートキャンプ場は,1時間から1時間半くらいで見てまわれますよ.","出会いの森総合公園オートキャンプ場があります.最寄り駅は八戸です.１時間から１時間半くらいで観光できますよ."
s00001618,system,情報を教える,観光地の名称 観光地の飲食物持ち込みの可否 観光地の設備,彩湖・道満グリーンパーク 不明 ペットへの対応なし,"彩湖・道満グリーンパークにはペットは一緒に入れません.飲食物の持ち込みはできるかどうか不明です.","彩湖・道満グリーンパークには飲食物の持ち込みはできるかどうか不明です.また,ペットへの対応はしていません."
s00001077,system,情報を教える,客の名前（※） 観光地の名称 観光地のおすすめイベント,石田 くろ谷 金戒光明寺 不明,"石田様,くろ谷金光明寺はイベントを行っているかどうかは分かりません.","石田様,くろ谷金光明寺がございますよ.イベントが開催されているかどうかはわかりませんが."
s00002554,system,観光地の情報を使って客におすすめする,観光地の名称 観光地の設備 観光地の撮影可否,道の駅 はなわ 乳幼児への対応なし 可能,"道の駅はなわはいかがですか?設備の乳幼児への対応はありませんが,撮影することは可能です.","道の駅はなわがおすすめです.乳幼児に対する設備は整っておりませんが,観光地を撮影することは可能です."
s00000700,system,好意的に承知する,客の希望の観光時間帯 客が希望する観光の季節,夜 希望なし,"季節は決まっていないのですが夜に観光なさるのですね.良いですね.","季節は決まっていないんですね.夜の観光になさるのは素敵です."
s00001519,system,情報を教える,観光地の名称 観光地のお土産 観光地の手荷物預かりの有無,小城公園 不明 あり,"小城公園にお土産が売っているのかは分かりかねますが,手荷物の預かりはしてくれるようですよ.","小城公園は手荷物の預かりをしてくれます.お土産が売っているかどうかはわかりません."
s00002197,system,観光地の情報を使って客におすすめする,客の名前（※） 観光地の名称 観光地の設備,山口 鹿屋市串良平和公園 障害者への対応なし,"山口様,鹿屋市串良平和公園はいかがですか?残念ながら障害者への対応はないようですが.","山口様には鹿屋市串良平和公園がおすすめです.障害者への対応はないようですが."
s00002386,system,観光地の情報を使って客におすすめする,観光地の名称 観光地の車でのアクセス 観光地におすすめな時期,竹野海水浴場 東北道佐野藤岡ICから9km 秋,"竹野海水浴場はいかがですか?東北道佐野藤岡ICから9kmほどの距離です.秋に行くのがおすすめですよ.","竹野海水浴場がおすすめです.東北道佐野藤岡ICから9kmほどで着きますし,秋に行くのがぴったりです."
s00000800,system,好意的に承知する,客の趣味 客の希望の観光時間帯,インスタ 希望なし,"どの時間帯に行っても、インスタ映えするスポットですよ.","時間帯に希望はないんですね.インスタいいですよね.素敵な趣味ですね."
s00000465,system,好意的に承知する,客が希望する観光の季節 客が希望する交通手段,秋 未定,"交通手段は未定ですが,秋に観光するのですね.素敵です.","秋に観光するの良いですね.交通手段は決まってないんですね."
s00000650,system,好意的に承知する,客が希望する観光の季節 客が観光にかけたい時間,夏 90分以上,"夏に90分以上観光するのですね.良いですね.","90分以上観光するのですね.夏の観光は素敵ですね."
s00001837,system,情報を教える,観光地の名称 観光地の手荷物預かりの有無 観光地の撮影可否,大瀬崎 なし 不可能,"大瀬橋は手荷物の預かりはできませんし,撮影も禁止されています.","大瀬橋は撮影禁止のスポットです.手荷物の預かりもしていません."
s00000562,system,好意的に承知する,客の希望の観光時間帯 客が希望する交通手段,日中 徒歩,"日中に徒歩で観光,素敵です.","日中に観光するんですね.徒歩で行くの良いですね."
s00001120,system,情報を教える,観光地の名称 観光地の設備,榛名里見地区ナシ園 乳幼児への対応あり,"榛名里見地区ナシ園は乳幼児への対応もしています.","榛名里見地区ナシ園は乳幼児への設備もあるので安心して観光できますよ."
s00001474,system,情報を教える,観光地の名称 観光地におすすめな人 観光地におすすめな時期,大阪駅前第3ビル 展望スペース 歴史好き 春,"大阪駅前第3ビル 展望スペースは歴史好きの人におすすめです.春に行くのがいいですよ.","大阪駅前第3ビル 展望スペースは春に行くのがおすすめです.歴史好きの人は楽しめると思いますよ."
s00000432,system,好意的に承知する,客が希望する食べ物 客が希望する交通手段,ファーストフード 車,"車の中でファストフードを食べるのは良いですね,","車で移動なさるのですね.ファストフード良いですね."
s00002496,system,観光地の情報を使って客におすすめする,観光地の名称 観光地におすすめな人 観光地におすすめな時期,北○ 札幌駅西口パセオ店 恋人 冬,"北○ 札幌駅西口パセオ店は冬に恋人と観光するのにおすすめの場所です.","恋人といかれるのでしたら北○ 札幌駅西口パセオ店はいかがですか.冬は特におすすめですよ."
s00001578,system,情報を教える,観光地の名称 観光地の設備 観光地のWi-Fiの有無,五箇山民俗館 乳幼児への対応あり あり,"五箇山民俗館は乳幼児対応の設備も整っていますし,Wi-Fiも使用できます.","五箇山民俗館はWi-Fiが通っていますよ.設備も整っているので乳幼児連れでも安心です."
s00000221,system,好意的に承知する,客の観光の同行者 客が希望する観光の季節,子供 夏,"お子様と夏に観光,良いですね.","夏にお子様と観光なさるのですね.素敵です."
s00000539,system,好意的に承知する,客の希望の観光時間帯 客が希望する交通手段,未定 電車,"時間帯は未定ですが,電車で観光なさるのですね.良いですね.","時間帯は決まっていないんですね.電車で観光なさるの素敵です."
