id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
s00000123,system,好意的に承知する,客の観光の同行者 客が希望する交通手段,未定 バス,どなたでもバスで移動できますよ。,バスで移動するならどなたでも大丈夫です。
s00000059,system,好意的に承知する,客の希望の観光時間帯,日中,日中がオススメです。,日中なら日にち関係なく予約できますよ。
s00002172,system,観光地の情報を使って客におすすめする,客の名前（※） 観光地の名称 観光地の車でのアクセス,高田 道の駅 しなの 中央道相模湖ICから県道76号経由15km30分。,高田様は中央道相模湖ICから県道76号経由15km30分で道の駅信濃へ行くことができます。,高田様へのおすすめは、中央道相模湖ICから県道76号経由15km30分で行ける道の駅しなのです。
s00002206,system,観光地の情報を使って客におすすめする,客の名前（※） 観光地の名称 観光地のすいている曜日，時間帯,渡辺 野外恐竜博物館 平日の午後,渡辺様が野外恐竜博物館に行くなら平日午後がオススメです。,平日午後に行くなら野外恐竜博物館が渡辺様にピッタリです。
s00000724,system,好意的に承知する,客が希望する観光ジャンル 客が観光にかけたい時間,バー 希望なし,ホテルのバーがオススメです。,近くに素敵なバーがありますよ。
s00001031,system,情報を教える,客の名前（※） 観光地の名称 観光地におすすめな人,大塚 伊賀上野城 子供,お子様連れの大塚様には伊賀上野城がオススメです。,大塚様のお子様に伊賀上野城に是非行ってほしいです。
s00001637,system,情報を教える,観光地の名称 観光地の設備 観光地の撮影可否,都立葛西臨海公園バーベキュー広場 ペットへの対応あり 不明,都立葛西臨海公園バーベキュー広場はペット可です。撮影可かは不明です。,ペットと一緒なら都立葛西臨海公園バーベキュー広場がオススメです。撮影できるかはわかりません。
s00002505,system,観光地の情報を使って客におすすめする,観光地の名称 観光地におすすめな人 観光地が雨天でも楽しめるか,白米千枚田 子供 可能,雨天でも楽しめる白米千枚田がお子様にはオススメです。,白米千枚田は雨が降ってもお子様にお楽しみいただけます。
s00001332,system,情報を教える,観光地の名称 観光地の駐車場の有無 観光地の電話番号,頭塔 あり 0791-43-4192,駐車場のある頭塔の電話番号は0791-43-4192です。,頭塔の電話番号は0791-43-4192です。駐車場も完備しています。
s00001445,system,情報を教える,観光地の名称 観光地での観光の所要時間 観光地が雨天でも楽しめるか,しいたけブラザーズ 30分以上60未満 不明,雨天で楽しめるかは分かりませんが、30分以上観光するならしいたけブラザーズがありますよ。,しいたけブラザーズは30分以上60未満観光できます。雨天だも楽しめるかは不明です。
s00000990,system,情報を教える,観光地の名称 観光地の撮影可否,大瀬崎 不可能,大瀬崎の撮影は不可能です。,撮影は不可能ですが、大瀬崎という観光地があります。
s00000224,system,好意的に承知する,客の観光の同行者 客が希望する観光の季節,友達 未定,友達とならどの季節も楽しめます。,お友達といつ頃観光しますか？
s00000386,system,好意的に承知する,客の観光の同行者 客の希望の観光時間帯,ペット 午後,ペットと一緒なら午後がオススメです。,午後ならペット同伴でも大丈夫です。
s00000922,system,質問する,客が希望する観光の季節 客が観光にかけたい時間,? ?,いつ頃にどの程度の観光希望ですか？,季節と観光時間によって案内は変わりますがいかがなさいますか？
s00001780,system,情報を教える,観光地の名称 観光地の予約要否 観光地のWi-Fiの有無,デカパトス in Rokko Island 不可能 なし,デカパトス in Rokko Islandは予約不可です。Wi-Fiもありません。,予約はできませんが、デカパトス in Rokko Islandもいいですよ。Wi-Fiはございませんが。
s00001152,system,情報を教える,観光地の名称 観光地がインドアかアウトドアか,鈴木園 インドア,鈴木園はインドア派にオススメです。,インドア派には鈴木園がピッタリです。
s00000001,system,自己紹介をする,店員の名前,アイ,初めまして、アイと申します。,今回担当するアイです。
s00001130,system,情報を教える,観光地の名称 観光地の手荷物預かりの有無,旧因幡街道大原宿 あり,旧因幡街道大原宿は手荷物預かりできますよ。,手荷物を預けるなら旧因幡街道大原宿がございます。
s00000621,system,好意的に承知する,客が希望する観光ジャンル 客が希望する観光の季節,工場・施設見学 未定,工場・施設見学は季節問わずオススメです。,季節が未定でも、工場・施設見学でしたら大丈夫です。
s00002162,system,観光地の情報を使って客におすすめする,観光地の名称 観光地周辺のレストランのジャンル,ウエストマリン タイ料理,タイ料理のウエストマリンはいかがでしょうか。,ウエストマリンはタイ料理が美味しいですよ。
